Layer,Color,Side,Group,SubGroup,ModelID,Level,RelatedTo,Upstream,Downstream
决策层信息模型,#52c41a,right,公交协同运行与智能调控,公交运力动态调配,D-C-A4-73,a4,P-D-A4-1;T-D-A4-19;T-E-A4-20;P-D-A4-69;R-E-A4-70;R-C-A4-71;D-C-A4-72,P-D-A4-1;T-D-A4-19;T-E-A4-20;P-D-A4-69;R-E-A4-70;R-C-A4-71,D-C-A4-72
决策层信息模型,#52c41a,right,公交协同运行与智能调控,公交停站方案优化,D-C-A3-74,a3,P-D-A3-1;T-D-A3-19;T-E-A3-20;C-D-A3-35;P-D-A3-69;R-E-A3-70;R-C-A3-71;D-C-A3-72;D-D-A3-76,P-D-A3-1;T-D-A3-19;T-E-A3-20;P-D-A3-69;R-E-A3-70;R-C-A3-71;D-C-A3-72,T-D-A3-19;C-D-A3-35;D-D-A3-76
决策层信息模型,#52c41a,right,公交协同运行与智能调控,公交停站方案优化,D-C-A4-74,a4,P-D-A4-1;T-D-A4-19;T-E-A4-20;P-D-A4-69;R-E-A4-70;R-C-A4-71;D-C-A4-72;D-D-A4-76,P-D-A4-1;T-D-A4-19;T-E-A4-20;P-D-A4-69;R-E-A4-70;R-C-A4-71;D-C-A4-72,T-D-A4-19;D-D-A4-76
决策层信息模型,#52c41a,right,公交协同运行与智能调控,公交道路车速引导,D-D-A3-75,a3,P-D-A3-1;P-D-A3-2;P-E-A3-3;T-D-A3-18;C-D-A3-35;D-C-A3-67;D-D-A3-76;D-D-A3-78,P-D-A3-1;P-D-A3-2;P-E-A3-3;T-D-A3-18,C-D-A3-35;D-C-A3-67;D-D-A3-76;D-D-A3-78
决策层信息模型,#52c41a,right,公交协同运行与智能调控,公交道路车速引导,D-D-A4-75,a4,P-D-A4-1;P-D-A4-2;P-E-A4-3;T-D-A4-18;D-C-A4-67;D-D-A4-76;D-D-A4-78,P-D-A4-1;P-D-A4-2;P-E-A4-3;T-D-A4-18,D-C-A4-67;D-D-A4-76;D-D-A4-78
决策层信息模型,#52c41a,right,公交协同运行与智能调控,公交进站车速引导,D-D-A3-76,a3,P-D-A3-1;P-E-A3-8;T-D-A3-18;T-D-A3-19;C-D-A3-35;D-C-A3-74;D-D-A3-75;C-D-A3-77,P-D-A3-1;P-E-A3-8;T-D-A3-18;T-D-A3-19;D-C-A3-74;D-D-A3-75,C-D-A3-35;C-D-A3-77
决策层信息模型,#52c41a,right,公交协同运行与智能调控,公交进站车速引导,D-D-A4-76,a4,P-D-A4-1;P-E-A4-8;T-D-A4-18;T-D-A4-19;D-C-A4-74;D-D-A4-75;C-D-A4-77,P-D-A4-1;P-E-A4-8;T-D-A4-18;T-D-A4-19;D-C-A4-74;D-D-A4-75,C-D-A4-77
控制层信息模型,#8c8c8c,right,公交协同运行与智能调控,公交精准停靠控制,C-D-A3-77,a3,P-D-A3-1;C-D-A3-35;D-D-A3-76,P-D-A3-1;D-D-A3-76,C-D-A3-35
控制层信息模型,#8c8c8c,right,公交协同运行与智能调控,公交精准停靠控制,C-D-A4-77,a4,P-D-A4-1;D-D-A4-76,P-D-A4-1;D-D-A4-76,
决策层信息模型,#52c41a,right,公交协同运行与智能调控,公交出站时机优化,D-D-A3-78,a3,P-D-A3-1;P-E-A3-3;T-D-A3-17;T-D-A3-18;C-D-A3-35;D-C-A3-67;D-D-A3-75,P-D-A3-1;P-E-A3-3;T-D-A3-17;T-D-A3-18;D-D-A3-75,C-D-A3-35;D-C-A3-67
决策层信息模型,#52c41a,right,公交协同运行与智能调控,公交出站时机优化,D-D-A4-78,a4,P-D-A4-1;P-E-A4-3;T-D-A4-17;T-D-A4-18;D-C-A4-67;D-D-A4-75,P-D-A4-1;P-E-A4-3;T-D-A4-17;T-D-A4-18;D-D-A4-75,D-C-A4-67
感知层信息模型,#f6bd16,right,公铁联运运行协同,公铁联运节点运行状态感知,P-E-A3-79,a3,T-E-A3-80;D-C-A3-81;D-C-A3-82;D-C-A4-82;C-C-A3-83,,T-E-A3-80;D-C-A3-81;D-C-A3-82;D-C-A4-82;C-C-A3-83
传输层信息模型,#1890ff,right,公铁联运运行协同,公铁联运到发状态交互,T-E-A3-80,a3,P-E-A3-79;D-C-A3-81;D-C-A3-82;D-C-A4-82;C-C-A3-83,P-E-A3-79,D-C-A3-81;D-C-A3-82;D-C-A4-82;C-C-A3-83
决策层信息模型,#52c41a,right,公铁联运运行协同,公铁联运运力匹配,D-C-A3-81,a3,P-E-A3-79;T-E-A3-80;D-C-A3-82;D-C-A4-82,P-E-A3-79;T-E-A3-80,D-C-A3-82;D-C-A4-82
决策层信息模型,#52c41a,right,公铁联运运行协同,公铁联运衔接计划,D-C-A3-82,a3,P-E-A3-79;T-E-A3-80;D-C-A3-81;C-C-A3-83,P-E-A3-79;T-E-A3-80;D-C-A3-81,C-C-A3-83
决策层信息模型,#52c41a,right,公铁联运运行协同,公铁联运衔接计划,D-C-A4-82,a4,P-E-A3-79;T-E-A3-80;D-C-A3-81;C-C-A3-83,P-E-A3-79;T-E-A3-80;D-C-A3-81,C-C-A3-83
控制层信息模型,#8c8c8c,right,公铁联运运行协同,公铁联运异常协同调整,C-C-A3-83,a3,P-E-A3-79;T-E-A3-80;D-C-A3-82;D-C-A4-82,P-E-A3-79;T-E-A3-80;D-C-A3-82;D-C-A4-82,
感知层信息模型,#f6bd16,right,港口码头运行协同调度,港口码头运行状态感知,P-E-A3-84,a3,T-E-A3-85;D-C-A3-86;D-C-A4-86;D-C-A3-87;D-C-A3-88;D-C-A4-88;C-C-A3-89,,T-E-A3-85;D-C-A3-86;D-C-A4-86;D-C-A3-87;D-C-A3-88;D-C-A4-88;C-C-A3-89
传输层信息模型,#1890ff,right,港口码头运行协同调度,船舶到离港状态交互,T-E-A3-85,a3,P-E-A3-84;D-C-A3-86;D-C-A4-86;D-C-A3-87;D-C-A3-88;D-C-A4-88;C-C-A3-89,P-E-A3-84,D-C-A3-86;D-C-A4-86;D-C-A3-87;D-C-A3-88;D-C-A4-88;C-C-A3-89
决策层信息模型,#52c41a,right,港口码头运行协同调度,港口码头泊位资源动态调度,D-C-A3-86,a3,P-E-A3-84;T-E-A3-85;D-C-A3-88,P-E-A3-84;T-E-A3-85,D-C-A3-88
决策层信息模型,#52c41a,right,港口码头运行协同调度,港口码头泊位资源动态调度,D-C-A4-86,a4,P-E-A3-84;T-E-A3-85;D-C-A4-88,P-E-A3-84;T-E-A3-85,D-C-A4-88
决策层信息模型,#52c41a,right,港口码头运行协同调度,港区车辆进出场协同调度,D-C-A3-87,a3,P-E-A3-84;T-E-A3-85;D-C-A3-88;D-C-A4-88,P-E-A3-84;T-E-A3-85;D-C-A3-88,D-C-A3-88;D-C-A4-88
决策层信息模型,#52c41a,right,港口码头运行协同调度,船港集疏运衔接计划,D-C-A3-88,a3,P-E-A3-84;T-E-A3-85;D-C-A3-86;D-C-A3-87;C-C-A3-89,P-E-A3-84;T-E-A3-85;D-C-A3-86;D-C-A3-87,D-C-A3-87;C-C-A3-89
决策层信息模型,#52c41a,right,港口码头运行协同调度,船港集疏运衔接计划,D-C-A4-88,a4,P-E-A3-84;T-E-A3-85;D-C-A4-86;D-C-A3-87;C-C-A3-89,P-E-A3-84;T-E-A3-85;D-C-A4-86;D-C-A3-87,C-C-A3-89
控制层信息模型,#8c8c8c,right,港口码头运行协同调度,港口运行异常协同调整,C-C-A3-89,a3,P-E-A3-84;T-E-A3-85;D-C-A3-88;D-C-A4-88,P-E-A3-84;T-E-A3-85;D-C-A3-88;D-C-A4-88,
感知层信息模型,#f6bd16,right,城市轨道-道路运行协同调度,轨道站点客流与列车运行状态感知,P-E-A3-90,a3,R-E-A3-91;R-E-A3-92;R-E-A3-93;T-E-A3-94;D-C-A3-95;C-C-A3-96,,R-E-A3-91;R-E-A3-92;R-E-A3-93;T-E-A3-94;D-C-A3-95;C-C-A3-96
认知层信息模型,#722ed1,right,城市轨道-道路运行协同调度,跨方式换乘匹配统计,R-E-A3-91,a3,T-D-A3-18;T-E-A3-20;P-D-A3-69;P-E-A3-90;R-E-A3-92,T-D-A3-18;T-E-A3-20;P-D-A3-69;P-E-A3-90,R-E-A3-92
认知层信息模型,#722ed1,right,城市轨道-道路运行协同调度,轨道出站接驳需求预测,R-E-A3-92,a3,P-E-A3-90;R-E-A3-91;R-E-A3-93;T-E-A3-94;D-C-A3-95,P-E-A3-90;R-E-A3-91,R-E-A3-93;T-E-A3-94;D-C-A3-95
认知层信息模型,#722ed1,right,城市轨道-道路运行协同调度,轨道客流激增态势识别,R-E-A3-93,a3,P-E-A3-6;P-E-A3-90;R-E-A3-92;T-E-A3-94;C-C-A3-96,P-E-A3-6;P-E-A3-90;R-E-A3-92,T-E-A3-94;C-C-A3-96
传输层信息模型,#1890ff,right,城市轨道-道路运行协同调度,轨道-道路跨域协同交互,T-E-A3-94,a3,P-E-A3-90;R-E-A3-92;R-E-A3-93;D-C-A3-95;C-C-A3-96,P-E-A3-90;R-E-A3-92;R-E-A3-93;D-C-A3-95,D-C-A3-95;C-C-A3-96
决策层信息模型,#52c41a,right,城市轨道-道路运行协同调度,轨道接驳多方式运力一体化配置,D-C-A3-95,a3,P-E-A3-90;R-E-A3-92;T-E-A3-94;C-C-A3-96,P-E-A3-90;R-E-A3-92;T-E-A3-94,T-E-A3-94;C-C-A3-96
控制层信息模型,#8c8c8c,right,城市轨道-道路运行协同调度,轨道激增客流多方式协同调度,C-C-A3-96,a3,P-E-A3-90;R-E-A3-93;T-E-A3-94;D-C-A3-95,P-E-A3-90;R-E-A3-93;T-E-A3-94;D-C-A3-95,
认知层信息模型,#722ed1,right,航空枢纽空地联运协同,航空枢纽综合运行状态认知,R-C-A3-98,a3,R-C-A3-99;R-C-A4-99;D-C-A3-100;D-C-A4-100;D-C-A3-101;D-C-A4-101;D-C-A4-102,,R-C-A3-99;R-C-A4-99;D-C-A3-100;D-C-A4-100;D-C-A3-101;D-C-A4-101;D-C-A4-102
认知层信息模型,#722ed1,right,航空枢纽空地联运协同,航空枢纽旅客换乘需求认知,R-C-A3-99,a3,R-C-A3-98;D-C-A3-100;D-C-A3-101,R-C-A3-98,D-C-A3-100;D-C-A3-101
认知层信息模型,#722ed1,right,航空枢纽空地联运协同,航空枢纽旅客换乘需求认知,R-C-A4-99,a4,R-C-A3-98;D-C-A4-100;D-C-A4-101,R-C-A3-98,D-C-A4-100;D-C-A4-101
决策层信息模型,#52c41a,right,航空枢纽空地联运协同,空地联运运力匹配,D-C-A3-100,a3,R-C-A3-98;R-C-A3-99;D-C-A3-101,R-C-A3-98;R-C-A3-99,D-C-A3-101
决策层信息模型,#52c41a,right,航空枢纽空地联运协同,空地联运运力匹配,D-C-A4-100,a4,R-C-A3-98;R-C-A4-99;D-C-A4-101;D-C-A4-102,R-C-A3-98;R-C-A4-99,D-C-A4-101;D-C-A4-102
决策层信息模型,#52c41a,right,航空枢纽空地联运协同,空地联运衔接计划,D-C-A3-101,a3,R-C-A3-98;R-C-A3-99;D-C-A3-100,R-C-A3-98;R-C-A3-99;D-C-A3-100,
决策层信息模型,#52c41a,right,航空枢纽空地联运协同,空地联运衔接计划,D-C-A4-101,a4,R-C-A3-98;R-C-A4-99;D-C-A4-100;D-C-A4-102,R-C-A3-98;R-C-A4-99;D-C-A4-100;D-C-A4-102,D-C-A4-102
决策层信息模型,#52c41a,right,航空枢纽空地联运协同,空地联运异常协同调整,D-C-A4-102,a4,R-C-A3-98;D-C-A4-100;D-C-A4-101,R-C-A3-98;D-C-A4-100;D-C-A4-101,D-C-A4-101
